0.000801398,0.000697324,
0.00113939,0.000748482,
0.000859402,0.000879639,
0.000765248,0.000902056,
0.000807121,0.000764834,
0.00132408,0.000480975,
0.00100117,0.00088927,
0.000785319,0.000789723,
0.000822003,0.000769768,
0.000785294,0.000898072,
0.000998805,0.00101893,
0.000760817,0.000601187,
0.00148008,0.00102018,
0.00156109,0.000869009,
0.000896624,0.000775935,
0.00144238,0.000896896,
0.000512593,0.000405809,
0.00081945,0.000606266,
0.000821982,0.000608553,
0.000714757,0.000948523,
0.000864574,0.000872166,
0.000955221,0.000785877,
0.00106795,0.000828268,
0.000683939,0.000512001,
0.000604832,0.0015501,
0.00080759,0.000785347,
0.000782811,0.000835961,
0.000917097,0.000749123,
0.000788895,0.000769714,
0.000842478,0.000765205,
0.000715713,0.000773664,
0.000841004,0.000982879,
0.000776807,0.000630642,
0.00080416,0.000775041,
0.00137284,0.000772795,
0.000783921,0.000956288,
0.0010602,0.000763437,
0.00114344,0.000959774,
0.000901388,0.000773013,
0.000901762,0.000772926,
0.000821146,0.000802878,
0.000887651,0.000989595,
0.00082016,0.000774788,
0.000808984,0.000860383,
0.000876754,0.000914878,
0.000803391,0.000751452,
0.000849141,0.00161597,
0.000803545,0.000822066,
0.00058831,0.000577252,
0.000829543,0.000954409,
