0.000251037,0.00020733,
0.00029121,0.000417224,
0.000437087,0.000194558,
0.000305682,0.000122139,
0.000317871,0.000196208,
0.00028987,0.000230917,
0.000311979,0.000202439,
0.000328854,0.000193242,
0.00113755,0.00019292,
0.000498039,0.000274393,
0.000288994,0.000226391,
0.000264358,0.000115743,
0.000313972,0.000202193,
0.000388805,0.000235284,
0.000324216,0.000197906,
0.000440002,0.000105521,
0.000486748,0.000236652,
0.000324763,0.000204099,
0.000191365,0.000207899,
0.000425534,0.000302004,
0.000292504,0.000213927,
0.00028707,0.000202168,
0.000284486,0.000202432,
0.000322889,0.000325089,
0.000297134,0.000298396,
0.000916342,0.000280979,
0.000292956,0.000207334,
0.000382301,0.000222236,
0.000315235,0.000199664,
0.000249716,0.000168376,
0.00031619,0.000229757,
0.0002567,0.000203105,
0.000301143,0.000229356,
0.000298805,0.00019568,
0.000346614,0.000229061,
0.000311197,0.000314526,
0.000339184,0.000360519,
0.000313933,0.000227499,
0.000301225,0.000231894,
0.000315511,0.00038305,
0.000291103,0.000204453,
0.000279376,0.000198775,
0.000315452,0.000167124,
0.000290704,0.000201629,
0.000337224,0.00020985,
0.00029719,0.000282544,
0.000283417,0.000205388,
0.000185342,0.000122735,
0.000305509,0.000217419,
0.000293599,0.000236157,
